Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,time_idx
2023-01-09 00:00:00+05:30,1161.9207528429104,1187.8041821914996,1161.0306065888913,1185.4302978515625,10722753,0.0,0.0,RELIANCE.NS,752
2023-01-10 00:00:00+05:30,1189.6302560157692,1189.6302560157692,1162.240505708343,1167.9010009765625,8047142,0.0,0.0,RELIANCE.NS,753
2023-01-11 00:00:00+05:30,1165.207642347734,1167.7183330231771,1150.873534164056,1153.178955078125,11509553,0.0,0.0,RELIANCE.NS,754
2023-01-12 00:00:00+05:30,1152.5855061360771,1156.077627831873,1125.2641003718309,1128.2769775390625,17688773,0.0,0.0,RELIANCE.NS,755
2023-01-13 00:00:00+05:30,1122.2513519945564,1128.8705782042637,1111.3867843100481,1126.451171875,20618583,0.0,0.0,RELIANCE.NS,756
2023-01-16 00:00:00+05:30,1128.7791493112115,1131.951774613395,1107.917221092014,1115.723388671875,13623855,0.0,0.0,RELIANCE.NS,757
2023-01-17 00:00:00+05:30,1122.0685460066525,1133.4809401269406,1118.6905304756872,1131.563720703125,10751000,0.0,0.0,RELIANCE.NS,758
2023-01-18 00:00:00+05:30,1129.144552646858,1137.1788121810373,1123.1416187933949,1129.6922607421875,13448286,0.0,0.0,RELIANCE.NS,759
2023-01-19 00:00:00+05:30,1128.8705038207283,1132.6366004638107,1121.4524163802744,1128.4825439453125,11940054,0.0,0.0,RELIANCE.NS,760
2023-01-20 00:00:00+05:30,1129.8291140692525,1129.8291140692525,1112.596474928504,1115.0615234375,14930286,0.0,0.0,RELIANCE.NS,761
2023-01-23 00:00:00+05:30,1117.960272105855,1125.811961602633,1107.004299933337,1109.4237060546875,10954118,0.0,0.0,RELIANCE.NS,762
2023-01-24 00:00:00+05:30,1113.851719292168,1115.51790607312,1089.8171651533376,1102.873046875,16488755,0.0,0.0,RELIANCE.NS,763
2023-01-25 00:00:00+05:30,1101.2753294802073,1102.302402806859,1086.461976225218,1087.6259765625,12385018,0.0,0.0,RELIANCE.NS,764
2023-01-27 00:00:00+05:30,1088.470529311336,1089.817098907081,1055.260297818003,1066.9923095703125,25830975,0.0,0.0,RELIANCE.NS,765
2023-01-30 00:00:00+05:30,1064.4132886312711,1082.764407064242,1050.3987961919847,1077.218017578125,21772103,0.0,0.0,RELIANCE.NS,766
2023-01-31 00:00:00+05:30,1087.3749062182637,1089.9541811505658,1068.6585300710096,1074.5245361328125,22691594,0.0,0.0,RELIANCE.NS,767
2023-02-01 00:00:00+05:30,1086.43914786492,1086.43914786492,1052.2246622437708,1068.156494140625,19347800,0.0,0.0,RELIANCE.NS,768
2023-02-02 00:00:00+05:30,1058.1590377354637,1071.85391093282,1054.9635914721293,1062.2447509765625,13662663,0.0,0.0,RELIANCE.NS,769
2023-02-03 00:00:00+05:30,1072.3105805967245,1072.3105805967245,1046.7467660021255,1063.1806640625,24699575,0.0,0.0,RELIANCE.NS,770
2023-02-06 00:00:00+05:30,1056.7896118119152,1059.528634971871,1052.5899131464937,1055.1690673828125,14837879,0.0,0.0,RELIANCE.NS,771
2023-02-07 00:00:00+05:30,1055.4201633910932,1062.4501695052957,1046.7466710224398,1052.635498046875,15135435,0.0,0.0,RELIANCE.NS,772
2023-02-08 00:00:00+05:30,1055.8766387784026,1077.2863960062462,1053.137736379797,1073.6572265625,21160332,0.0,0.0,RELIANCE.NS,773
2023-02-09 00:00:00+05:30,1074.341987106508,1082.284961068636,1065.463103759131,1075.52880859375,13172763,0.0,0.0,RELIANCE.NS,774
2023-02-10 00:00:00+05:30,1075.00402903085,1075.00402903085,1059.6656668626474,1066.6729736328125,10790445,0.0,0.0,RELIANCE.NS,775
2023-02-13 00:00:00+05:30,1068.293381324993,1072.7670546240697,1056.127767130611,1060.6014404296875,10352493,0.0,0.0,RELIANCE.NS,776
2023-02-14 00:00:00+05:30,1063.6143185684562,1087.329254712915,1060.738368480938,1085.5946044921875,14321920,0.0,0.0,RELIANCE.NS,777
2023-02-15 00:00:00+05:30,1084.6358877756606,1112.5735854842064,1083.2664969637603,1110.1768798828125,33503591,0.0,0.0,RELIANCE.NS,778
2023-02-16 00:00:00+05:30,1118.165755531408,1124.716518210531,1107.027213083921,1109.3096923828125,17264487,0.0,0.0,RELIANCE.NS,779
2023-02-17 00:00:00+05:30,1104.7217922905263,1117.2754874405753,1100.4306882070916,1113.9429931640625,11809520,0.0,0.0,RELIANCE.NS,780
2023-02-20 00:00:00+05:30,1116.1341329085612,1118.3025060122345,1100.202422672568,1102.1654052734375,8836937,0.0,0.0,RELIANCE.NS,781
2023-02-21 00:00:00+05:30,1106.547846833629,1116.9558691842672,1101.22954869757,1111.158447265625,13311592,0.0,0.0,RELIANCE.NS,782
2023-02-22 00:00:00+05:30,1107.4380609994967,1109.2868172204335,1084.2023673241313,1085.9598388671875,11024335,0.0,0.0,RELIANCE.NS,783
2023-02-23 00:00:00+05:30,1085.5490279902117,1093.1953270218976,1077.9483712962124,1080.7557373046875,9851910,0.0,0.0,RELIANCE.NS,784
2023-02-24 00:00:00+05:30,1082.8100022510873,1093.8344379808216,1080.9840672539892,1088.1510009765625,9434053,0.0,0.0,RELIANCE.NS,785
2023-02-27 00:00:00+05:30,1087.3750050988056,1090.8672478016565,1073.543202799622,1080.91552734375,11199715,0.0,0.0,RELIANCE.NS,786
2023-02-28 00:00:00+05:30,1075.5516247048565,1080.5274845520237,1056.1734344203933,1060.2362060546875,21994038,0.0,0.0,RELIANCE.NS,787
2023-03-01 00:00:00+05:30,1070.0279421357468,1070.712697848546,1060.5555887311154,1069.9822998046875,11551145,0.0,0.0,RELIANCE.NS,788
2023-03-02 00:00:00+05:30,1066.8326656493814,1073.5203549354069,1059.802538079039,1061.833984375,9333535,0.0,0.0,RELIANCE.NS,789
2023-03-03 00:00:00+05:30,1072.3789987479975,1092.6018137297042,1068.909698230002,1088.927001953125,14643807,0.0,0.0,RELIANCE.NS,790
2023-03-06 00:00:00+05:30,1095.5918675399987,1106.8216933590497,1095.5918675399987,1099.5633544921875,10171916,0.0,0.0,RELIANCE.NS,791
2023-03-08 00:00:00+05:30,1099.5632986303585,1104.265304210858,1088.7443751303776,1103.5120849609375,15782657,0.0,0.0,RELIANCE.NS,792
2023-03-09 00:00:00+05:30,1102.8958764013148,1103.3066574341256,1075.095225544964,1076.9896240234375,16235128,0.0,0.0,RELIANCE.NS,793
2023-03-10 00:00:00+05:30,1068.887018825526,1070.0281981219273,1056.8125666742676,1060.3048095703125,13334091,0.0,0.0,RELIANCE.NS,794
2023-03-13 00:00:00+05:30,1063.1805534779228,1070.027990166369,1038.5297089513685,1042.866455078125,12771592,0.0,0.0,RELIANCE.NS,795
2023-03-14 00:00:00+05:30,1040.812257084253,1052.2018311560978,1035.8136967949142,1038.9635009765625,16027522,0.0,0.0,RELIANCE.NS,796
2023-03-15 00:00:00+05:30,1042.6840329673732,1049.1662111592916,1016.800600298463,1021.205810546875,21728555,0.0,0.0,RELIANCE.NS,797
2023-03-16 00:00:00+05:30,1023.921951504309,1028.9433330363881,1005.2968594074098,1016.1157836914062,18363159,0.0,0.0,RELIANCE.NS,798
2023-03-17 00:00:00+05:30,1024.720781814394,1028.0075129528561,1010.0900587449327,1014.837646484375,34014213,0.0,0.0,RELIANCE.NS,799
2023-03-20 00:00:00+05:30,1011.1400680229121,1013.4225471579439,995.1626537042278,1004.8632202148438,19524589,0.0,0.0,RELIANCE.NS,800
2023-03-21 00:00:00+05:30,1012.9430039303461,1038.0732119172073,1012.0528577510236,1036.1102294921875,21400360,0.0,0.0,RELIANCE.NS,801
2023-03-22 00:00:00+05:30,1043.0946916431246,1046.0391051865406,1036.247254791225,1039.2601318359375,10920094,0.0,0.0,RELIANCE.NS,802
2023-03-23 00:00:00+05:30,1035.3343603002547,1036.2016854580306,1023.9447859117854,1026.1131591796875,16249370,0.0,0.0,RELIANCE.NS,803
2023-03-24 00:00:00+05:30,1024.9489888672188,1027.117362031003,1003.3795441878093,1005.7989501953125,12375945,0.0,0.0,RELIANCE.NS,804
2023-03-27 00:00:00+05:30,1012.2812223607901,1028.9432703448797,1004.3838307288752,1021.4338989257812,14054323,0.0,0.0,RELIANCE.NS,805
2023-03-28 00:00:00+05:30,1024.8349561252708,1030.0846702786253,1021.1829653124684,1026.2044677734375,12576424,0.0,0.0,RELIANCE.NS,806
2023-03-29 00:00:00+05:30,1022.0959186617868,1024.7436572444662,1009.3597140789179,1020.133056640625,18804065,0.0,0.0,RELIANCE.NS,807
2023-03-31 00:00:00+05:30,1029.3999027039445,1069.7770709600845,1029.2629756900762,1064.116455078125,28171201,0.0,0.0,RELIANCE.NS,808
2023-04-03 00:00:00+05:30,1070.4846960590223,1072.3106311531849,1056.7896998650788,1064.299072265625,10293043,0.0,0.0,RELIANCE.NS,809
2023-04-05 00:00:00+05:30,1071.8540232011114,1071.8540232011114,1053.8453439607506,1061.74267578125,16262928,0.0,0.0,RELIANCE.NS,810
2023-04-06 00:00:00+05:30,1058.2276581630158,1074.5930932267388,1058.2276581630158,1068.864013671875,18435046,0.0,0.0,RELIANCE.NS,811
2023-04-10 00:00:00+05:30,1072.7671126043012,1072.9496819536614,1059.779694186431,1061.2861328125,12961408,0.0,0.0,RELIANCE.NS,812
2023-04-11 00:00:00+05:30,1065.4631729553812,1068.6586196822263,1060.9210357303307,1066.535888671875,10542367,0.0,0.0,RELIANCE.NS,813
2023-04-12 00:00:00+05:30,1066.5357872569193,1080.8925957399235,1063.6599579243734,1071.23779296875,18179087,0.0,0.0,RELIANCE.NS,814
2023-04-13 00:00:00+05:30,1074.1365320735108,1079.9797173840186,1069.1151503508545,1075.27783203125,12378208,0.0,0.0,RELIANCE.NS,815
2023-04-17 00:00:00+05:30,1106.9814803229494,1106.9814803229494,1072.333391852291,1080.73291015625,17929479,0.0,0.0,RELIANCE.NS,816
2023-04-18 00:00:00+05:30,1085.0923881243807,1085.0923881243807,1061.8110548039576,1068.36181640625,10405576,0.0,0.0,RELIANCE.NS,817
2023-04-19 00:00:00+05:30,1067.768405195298,1076.3733137885806,1064.64142217666,1073.6800537109375,12273475,0.0,0.0,RELIANCE.NS,818
2023-04-20 00:00:00+05:30,1074.638679040759,1076.8755157885284,1064.595795217696,1070.9638671875,7007330,0.0,0.0,RELIANCE.NS,819
2023-04-21 00:00:00+05:30,1073.0637661728558,1077.7884724738815,1066.5586465106753,1072.310546875,7647317,0.0,0.0,RELIANCE.NS,820
2023-04-24 00:00:00+05:30,1084.1794719407253,1086.8727319946267,1071.8539885727766,1076.4190673828125,12936186,0.0,0.0,RELIANCE.NS,821
2023-04-25 00:00:00+05:30,1080.0709122812248,1086.7357798786459,1072.9952636709509,1084.65869140625,9236126,0.0,0.0,RELIANCE.NS,822
2023-04-26 00:00:00+05:30,1086.0054116702795,1089.2466212621475,1074.6158376300252,1078.2906494140625,8617834,0.0,0.0,RELIANCE.NS,823
2023-04-27 00:00:00+05:30,1084.1794457664448,1088.2878596252956,1079.1579437194785,1085.115234375,9167125,0.0,0.0,RELIANCE.NS,824
2023-04-28 00:00:00+05:30,1087.3748753991613,1106.5021527689444,1087.2607695641375,1104.949951171875,15565210,0.0,0.0,RELIANCE.NS,825
2023-05-02 00:00:00+05:30,1112.1170391794083,1116.4994278601828,1108.4194062766874,1114.3310546875,12981805,0.0,0.0,RELIANCE.NS,826
2023-05-03 00:00:00+05:30,1116.1342091904096,1116.1342091904096,1101.549188303151,1104.7674560546875,7061872,0.0,0.0,RELIANCE.NS,827
2023-05-04 00:00:00+05:30,1105.2467632974385,1119.717677582049,1102.2567073883076,1117.503662109375,8635233,0.0,0.0,RELIANCE.NS,828
2023-05-05 00:00:00+05:30,1114.3083172243437,1123.5979821409157,1112.0258380416835,1114.650634765625,8746585,0.0,0.0,RELIANCE.NS,829
2023-05-08 00:00:00+05:30,1118.4167001177036,1133.7778823916174,1115.746261129747,1128.4140625,9153782,0.0,0.0,RELIANCE.NS,830
2023-05-09 00:00:00+05:30,1129.8290394334551,1135.2158009724574,1124.4652198090143,1131.9061279296875,6464721,0.0,0.0,RELIANCE.NS,831
2023-05-10 00:00:00+05:30,1136.6766978121202,1141.173192717246,1132.659447469911,1139.6895751953125,10872255,0.0,0.0,RELIANCE.NS,832
2023-05-11 00:00:00+05:30,1140.762158669685,1145.5781493917782,1130.5365853892238,1132.24853515625,10557860,0.0,0.0,RELIANCE.NS,833
2023-05-12 00:00:00+05:30,1127.4553650769165,1135.4897449397138,1121.3839680276494,1134.097412109375,6955341,0.0,0.0,RELIANCE.NS,834
2023-05-15 00:00:00+05:30,1136.6310244600713,1143.318592964205,1128.9846046154787,1136.334228515625,6833343,0.0,0.0,RELIANCE.NS,835
2023-05-16 00:00:00+05:30,1138.5026071786638,1141.0589403639667,1118.485181669263,1120.1514892578125,8717229,0.0,0.0,RELIANCE.NS,836
2023-05-17 00:00:00+05:30,1124.3510275803587,1125.2639949628326,1108.8302198375738,1113.5321044921875,8798967,0.0,0.0,RELIANCE.NS,837
2023-05-18 00:00:00+05:30,1118.21139175125,1121.6123498838558,1107.9858169299096,1111.1357421875,10525531,0.0,0.0,RELIANCE.NS,838
2023-05-19 00:00:00+05:30,1111.1357155261294,1116.5679991928369,1104.1968724046772,1114.741943359375,8050447,0.0,0.0,RELIANCE.NS,839
2023-05-22 00:00:00+05:30,1111.5693019532657,1125.7207212869755,1110.3596592183865,1120.69921875,7434906,0.0,0.0,RELIANCE.NS,840
2023-05-23 00:00:00+05:30,1123.2784399572938,1126.6336347127256,1119.0786204739588,1120.4937744140625,6092034,0.0,0.0,RELIANCE.NS,841
2023-05-24 00:00:00+05:30,1116.545095308795,1124.8076864197674,1110.861658447196,1113.9658203125,8112254,0.0,0.0,RELIANCE.NS,842
2023-05-25 00:00:00+05:30,1111.0672556833676,1117.9603357408223,1102.9187697829475,1113.8289794921875,11487863,0.0,0.0,RELIANCE.NS,843
2023-05-26 00:00:00+05:30,1122.0687058844728,1145.3500415058625,1118.7591533794464,1144.2088623046875,12626260,0.0,0.0,RELIANCE.NS,844
2023-05-29 00:00:00+05:30,1150.8279550929283,1154.9364899661489,1144.5283465169668,1150.6453857421875,10010304,0.0,0.0,RELIANCE.NS,845
2023-05-30 00:00:00+05:30,1150.645307987406,1158.451475420254,1147.7921790871794,1150.3486328125,11342504,0.0,0.0,RELIANCE.NS,846
2023-05-31 00:00:00+05:30,1141.2414908293927,1145.7379850828543,1123.438083146388,1127.5008544921875,27107927,0.0,0.0,RELIANCE.NS,847
2023-06-01 00:00:00+05:30,1132.1800927726736,1134.3484659204855,1122.068625138698,1124.4652099609375,14592692,0.0,0.0,RELIANCE.NS,848
2023-06-02 00:00:00+05:30,1128.003101699598,1133.412563645759,1118.8731857024297,1120.7904052734375,15800644,0.0,0.0,RELIANCE.NS,849
2023-06-05 00:00:00+05:30,1126.268543700321,1133.8235582589482,1122.274114564264,1130.8563232421875,10908682,0.0,0.0,RELIANCE.NS,850
2023-06-06 00:00:00+05:30,1133.6865172838243,1135.6265579862757,1123.8946668621782,1131.8148193359375,7493309,0.0,0.0,RELIANCE.NS,851
2023-06-07 00:00:00+05:30,1135.3071289198083,1141.241598708449,1128.7335456658939,1140.3970947265625,10312545,0.0,0.0,RELIANCE.NS,852
2023-06-08 00:00:00+05:30,1143.9805586437908,1148.9335976883083,1137.133121023714,1141.081787109375,12071109,0.0,0.0,RELIANCE.NS,853
2023-06-09 00:00:00+05:30,1144.4369244051343,1145.144501301207,1131.1984746215855,1133.001708984375,5877018,0.0,0.0,RELIANCE.NS,854
2023-06-12 00:00:00+05:30,1130.0574375493186,1136.311403822295,1125.2641468372988,1134.006103515625,6391969,0.0,0.0,RELIANCE.NS,855
2023-06-13 00:00:00+05:30,1138.9591656822827,1151.946463788879,1134.9647365494955,1150.759521484375,11248016,0.0,0.0,RELIANCE.NS,856
2023-06-14 00:00:00+05:30,1150.8278129732469,1166.3487415549168,1149.0018781974788,1164.9107666015625,13277380,0.0,0.0,RELIANCE.NS,857
2023-06-15 00:00:00+05:30,1164.888030487722,1169.7954267696327,1157.4471223513988,1165.23046875,11813494,0.0,0.0,RELIANCE.NS,858
2023-06-16 00:00:00+05:30,1168.72265257123,1178.856942021871,1168.72265257123,1176.574462890625,24171579,0.0,0.0,RELIANCE.NS,859
2023-06-19 00:00:00+05:30,1179.5873088461865,1179.5873088461865,1160.7111839901809,1164.8880615234375,6798554,0.0,0.0,RELIANCE.NS,860
2023-06-20 00:00:00+05:30,1162.9480481347903,1170.457299404325,1157.2189687814275,1167.3074951171875,6921096,0.0,0.0,RELIANCE.NS,861
2023-06-21 00:00:00+05:30,1167.2617442064677,1173.127750027222,1163.1533304634168,1170.59423828125,6961603,0.0,0.0,RELIANCE.NS,862
2023-06-22 00:00:00+05:30,1166.8053921892115,1174.702723824018,1155.8494202932393,1157.4471435546875,7619166,0.0,0.0,RELIANCE.NS,863
2023-06-23 00:00:00+05:30,1154.4343325060674,1156.4885999942844,1146.7195697742059,1147.9749755859375,6628570,0.0,0.0,RELIANCE.NS,864
2023-06-26 00:00:00+05:30,1144.436975506937,1148.2715353178476,1136.0831001245695,1139.2100830078125,12641159,0.0,0.0,RELIANCE.NS,865
2023-06-27 00:00:00+05:30,1139.666736088607,1145.578264166708,1135.1474200849475,1139.62109375,9689466,0.0,0.0,RELIANCE.NS,866
2023-06-28 00:00:00+05:30,1147.1760589375283,1158.519990797568,1140.2600374666351,1154.708251953125,11354006,0.0,0.0,RELIANCE.NS,867
2023-06-30 00:00:00+05:30,1162.423070452648,1167.1021346662303,1156.511421596289,1164.1805419921875,11151555,0.0,0.0,RELIANCE.NS,868
2023-07-03 00:00:00+05:30,1167.7413136446191,1196.934300105854,1166.5087289327182,1194.058349609375,12154387,0.0,0.0,RELIANCE.NS,869
2023-07-04 00:00:00+05:30,1198.3036177471888,1198.3036177471888,1174.6798459927943,1181.755615234375,8061643,0.0,0.0,RELIANCE.NS,870
2023-07-05 00:00:00+05:30,1190.9997357239995,1190.9997357239995,1175.8440646341217,1179.8155517578125,10248062,0.0,0.0,RELIANCE.NS,871
2023-07-06 00:00:00+05:30,1175.958111582341,1207.1824197013011,1175.958111582341,1204.5804443359375,19117987,0.0,0.0,RELIANCE.NS,872
2023-07-07 00:00:00+05:30,1202.8686056265724,1216.5406584496827,1199.6730384312104,1202.2294921875,13375267,0.0,0.0,RELIANCE.NS,873
2023-07-10 00:00:00+05:30,1227.4736968882496,1258.1046546175523,1221.1284462814795,1248.541015625,33240016,0.0,0.0,RELIANCE.NS,874
2023-07-11 00:00:00+05:30,1256.6894093813987,1264.495455649915,1249.7050458386786,1262.0760498046875,20069348,0.0,0.0,RELIANCE.NS,875
2023-07-12 00:00:00+05:30,1262.806571231475,1279.103541836806,1260.683840337917,1263.468505859375,18733835,0.0,0.0,RELIANCE.NS,876
2023-07-13 00:00:00+05:30,1270.8408996155135,1277.7339788902639,1249.545369524751,1252.170166015625,14682934,0.0,0.0,RELIANCE.NS,877
2023-07-14 00:00:00+05:30,1255.3657025022662,1260.341562579208,1243.9989491216202,1251.120361328125,15124144,0.0,0.0,RELIANCE.NS,878
2023-07-17 00:00:00+05:30,1253.9962192785829,1285.0607786645128,1245.3227267228626,1276.68408203125,22220040,0.0,0.0,RELIANCE.NS,879
2023-07-18 00:00:00+05:30,1285.9509768018002,1295.286283587151,1274.995004828538,1287.52587890625,25867313,0.0,0.0,RELIANCE.NS,880
2023-07-19 00:00:00+05:30,1291.8854597114334,1303.7543992835303,1276.8210735612868,1297.294921875,39122156,0.0,0.0,RELIANCE.NS,881
2023-07-20 00:00:00+05:30,1276.014839753512,1301.213635792283,1276.014839753512,1295.723876953125,38717624,0.0,0.0,RELIANCE.NS,882
2023-07-21 00:00:00+05:30,1290.3576048302098,1293.2755748788927,1248.1205739980844,1255.6134033203125,30249238,0.0,0.0,RELIANCE.NS,883
2023-07-24 00:00:00+05:30,1227.0515368964086,1243.8424839995957,1221.2649818512405,1230.216796875,23727866,0.0,0.0,RELIANCE.NS,884
2023-07-25 00:00:00+05:30,1233.4810641733905,1239.0203294862108,1226.5569523456327,1229.425537109375,12026020,0.0,0.0,RELIANCE.NS,885
2023-07-26 00:00:00+05:30,1229.0298463901022,1259.693770122974,1229.0298463901022,1249.406494140625,12911012,0.0,0.0,RELIANCE.NS,886
2023-07-27 00:00:00+05:30,1253.2889256301971,1255.06933898356,1231.6758304667376,1237.7838134765625,17226898,0.0,0.0,RELIANCE.NS,887
2023-07-28 00:00:00+05:30,1242.4081558253793,1257.6412248805652,1236.7204929547063,1250.2225341796875,20827852,0.0,0.0,RELIANCE.NS,888
2023-07-31 00:00:00+05:30,1250.222567835286,1263.1062644351005,1245.3261593927457,1260.8065185546875,8551174,0.0,0.0,RELIANCE.NS,889
2023-08-01 00:00:00+05:30,1263.650247759219,1265.6285651725407,1239.0696780480796,1242.976806640625,9536632,0.0,0.0,RELIANCE.NS,890
2023-08-02 00:00:00+05:30,1240.9985763343113,1242.383422770223,1218.4458286875906,1229.697509765625,12748214,0.0,0.0,RELIANCE.NS,891
2023-08-03 00:00:00+05:30,1224.2323775511124,1236.893537376658,1215.700883147937,1224.529052734375,10168350,0.0,0.0,RELIANCE.NS,892
2023-08-04 00:00:00+05:30,1235.8550243989196,1244.3617658987635,1222.4024889169664,1241.1717529296875,22885610,0.0,0.0,RELIANCE.NS,893
2023-08-07 00:00:00+05:30,1246.8346631113916,1250.4945023600335,1238.92139273861,1248.2442626953125,5982870,0.0,0.0,RELIANCE.NS,894
2023-08-08 00:00:00+05:30,1250.2967221809695,1253.4867351589849,1236.2259624118224,1240.7265625,9844072,0.0,0.0,RELIANCE.NS,895
2023-08-09 00:00:00+05:30,1238.8472469851743,1250.7912910864598,1227.1009863432985,1248.911865234375,11486586,0.0,0.0,RELIANCE.NS,896
2023-08-10 00:00:00+05:30,1248.788167272386,1261.177404750792,1240.6276075945868,1254.475830078125,15470598,0.0,0.0,RELIANCE.NS,897
2023-08-11 00:00:00+05:30,1252.4975295128647,1265.5544976220099,1242.5565564009414,1259.767822265625,22179330,0.0,0.0,RELIANCE.NS,898
2023-08-14 00:00:00+05:30,1255.7371227128601,1277.1524353275731,1248.8130109688743,1274.65478515625,9575812,0.0,0.0,RELIANCE.NS,899
2023-08-16 00:00:00+05:30,1261.672044700447,1277.3996937112483,1261.672044700447,1273.6160888671875,10203112,0.0,0.0,RELIANCE.NS,900
2023-08-17 00:00:00+05:30,1269.6348629683328,1275.0752365265755,1252.695518025622,1255.2425537109375,13673744,0.0,0.0,RELIANCE.NS,901
2023-08-18 00:00:00+05:30,1251.9041214413387,1274.827925208279,1240.6771930744892,1264.5406494140625,18639978,0.0,0.0,RELIANCE.NS,902
2023-08-21 00:00:00+05:30,1260.6443643964944,1268.3374245054665,1248.5836072167706,1250.74267578125,9221746,4.5,0.0,RELIANCE.NS,903
2023-08-22 00:00:00+05:30,1249.204008079304,1259.6517042081298,1240.319812990251,1250.44482421875,7713044,0.0,0.0,RELIANCE.NS,904
2023-08-23 00:00:00+05:30,1252.8272476636503,1262.0838090060652,1249.2288807667073,1251.8345947265625,9517952,0.0,0.0,RELIANCE.NS,905
2023-08-24 00:00:00+05:30,1260.6195534341234,1260.6195534341234,1226.4227081001463,1230.7904052734375,14140020,0.0,0.0,RELIANCE.NS,906
2023-08-25 00:00:00+05:30,1218.9778633049934,1243.2978613921046,1212.3271367872899,1225.1075439453125,22222400,0.0,0.0,RELIANCE.NS,907
2023-08-28 00:00:00+05:30,1226.9189266304347,1232.87484375,1206.6192242506277,1212.897705078125,12580826,0.0,0.0,RELIANCE.NS,908
2023-08-29 00:00:00+05:30,1217.0173382536789,1217.7121468384466,1195.2285336373561,1201.2838134765625,16876644,0.0,0.0,RELIANCE.NS,909
2023-08-30 00:00:00+05:30,1207.066064519438,1212.525656094156,1198.628513903965,1200.142333984375,12168946,0.0,0.0,RELIANCE.NS,910
2023-08-31 00:00:00+05:30,1202.5990605910981,1203.5917135507277,1191.133870437995,1194.6578369140625,21638600,0.0,0.0,RELIANCE.NS,911
2023-09-01 00:00:00+05:30,1194.4343955405523,1203.9141576589248,1192.0023233270636,1197.4619140625,18112842,0.0,0.0,RELIANCE.NS,912
2023-09-04 00:00:00+05:30,1197.4619529612135,1202.921543874001,1193.8140262826475,1196.494140625,9347626,0.0,0.0,RELIANCE.NS,913
2023-09-05 00:00:00+05:30,1201.1101487589585,1208.033879307401,1197.362859390741,1202.89697265625,8675876,0.0,0.0,RELIANCE.NS,914
2023-09-06 00:00:00+05:30,1201.6560920331103,1209.125708635972,1199.745186611218,1205.4281005859375,8200370,0.0,0.0,RELIANCE.NS,915
2023-09-07 00:00:00+05:30,1201.9537313347682,1210.1679582595825,1196.6430625915527,1207.06591796875,13652572,0.0,0.0,RELIANCE.NS,916
2023-09-08 00:00:00+05:30,1211.0365924741222,1218.9778160313297,1202.5742018862823,1215.1064453125,23109288,0.0,0.0,RELIANCE.NS,917
2023-09-11 00:00:00+05:30,1216.9924464989115,1229.326207160582,1216.9924464989115,1228.20947265625,13271074,0.0,0.0,RELIANCE.NS,918
2023-09-12 00:00:00+05:30,1232.3785847782628,1232.3785847782628,1209.026400892418,1210.4658203125,16255666,0.0,0.0,RELIANCE.NS,919
2023-09-13 00:00:00+05:30,1211.0365644667,1222.2783103355039,1204.2120756300537,1216.52099609375,12803338,0.0,0.0,RELIANCE.NS,920
2023-09-14 00:00:00+05:30,1220.9630582690309,1223.8417758931353,1213.5181615722684,1217.6376953125,9209636,0.0,0.0,RELIANCE.NS,921
2023-09-15 00:00:00+05:30,1224.9336610195687,1224.9336610195687,1215.7516218263509,1219.89599609375,25468592,0.0,0.0,RELIANCE.NS,922
2023-09-18 00:00:00+05:30,1211.061482045193,1216.4962329024152,1207.0908701058952,1209.274658203125,7516300,0.0,0.0,RELIANCE.NS,923
2023-09-20 00:00:00+05:30,1202.623922773179,1204.882232531632,1168.8488809798134,1182.3240966796875,57081884,0.0,0.0,RELIANCE.NS,924
2023-09-21 00:00:00+05:30,1178.7504333612094,1186.269851496792,1171.3303774506073,1173.7127685546875,12226182,0.0,0.0,RELIANCE.NS,925
2023-09-22 00:00:00+05:30,1179.2716708437545,1182.4729522811776,1166.367182863141,1168.823974609375,19176786,0.0,0.0,RELIANCE.NS,926
2023-09-25 00:00:00+05:30,1166.5657437194718,1171.6779308453931,1158.9720452955405,1161.6273193359375,14254884,0.0,0.0,RELIANCE.NS,927
2023-09-26 00:00:00+05:30,1160.684310036077,1166.4664650387544,1159.2201711598175,1162.644775390625,10087782,0.0,0.0,RELIANCE.NS,928
2023-09-27 00:00:00+05:30,1163.1411580463555,1177.1872222950064,1160.6595255350553,1175.747802734375,11722778,0.0,0.0,RELIANCE.NS,929
2023-09-28 00:00:00+05:30,1182.7460248832851,1182.7460248832851,1153.959088482433,1158.4757080078125,14518346,0.0,0.0,RELIANCE.NS,930
2023-09-29 00:00:00+05:30,1162.2973995824232,1175.847137006539,1158.475709840611,1163.8856201171875,12342014,0.0,0.0,RELIANCE.NS,931
2023-10-03 00:00:00+05:30,1156.4158809171215,1159.2201982891547,1149.4921506176527,1150.5592041015625,8859056,0.0,0.0,RELIANCE.NS,932
2023-10-04 00:00:00+05:30,1146.0178196869251,1150.981084388904,1139.1189302205564,1148.5738525390625,10286386,0.0,0.0,RELIANCE.NS,933
2023-10-05 00:00:00+05:30,1151.1052273242312,1156.1428927957072,1146.017880733707,1148.5491943359375,10953682,0.0,0.0,RELIANCE.NS,934
2023-10-06 00:00:00+05:30,1150.0132553057874,1153.8597853939605,1147.5316229908371,1150.4847412109375,5431026,0.0,0.0,RELIANCE.NS,935
